x0,x1,x2,x3,x4,x5,x6,x7,x8,material_id,y0,y1,y2
-0.8952728022981113,-0.8256266449547354,-0.18551647265920335,-0.7845995301231219,0.8023977559033892,-0.9236926677953552,0.07240408006785382,-0.3356046029806403,0.7041732378587373,1,2.1795066391518874,2.7441362315414985,2.0769083322362154
-0.7298850813922786,0.1219240178733525,0.40337957807128655,-0.6724463104952791,0.8118111258190241,0.5471759600581749,0.7572606742024341,-0.2448104460555769,-0.9868099195441757,3,1.82274474661992,3.42920761364553,3.353799819911205
-0.7959265574008427,-0.9122250960355318,0.3342763355698446,-0.747500601558807,0.8132159564083214,-0.4163969619400718,-0.13872482518243667,-0.046153228501652155,-0.06141464653853124,0,1.5426049220177795,3.0183025013224642,2.296712338073655
0.5375894949599671,-0.3130756836880708,0.602993182584066,-0.5862750586677772,0.2178050523811066,0.05414990432283329,0.6186770492876097,-0.3694736955680238,-0.2035236970642016,3,3.556853514450927,3.171590499149853,4.073904238262802
0.369674437322012,0.27670652861099754,0.333315262146362,0.7801971410738047,-0.027727059712872038,0.3369404438062942,-0.25095673635503335,-0.9363173865177963,0.5083463437177442,1,4.015901825446132,2.3513705418398607,3.3538946401444063
0.4516556832222667,-0.8347804708235576,-0.026189689962951013,-0.4762254928033518,-0.33019895349567907,0.10840732442130596,0.7678331892682726,0.44622664834211867,-0.2246887449448034,2,4.418967232802008,3.141671060926466,3.5935182108436865
-0.9673834116896709,0.17240350079770805,0.663207734053098,-0.2729693053241209,0.7922991119610321,0.9951051358748937,-0.1885622958541291,0.0020152587244413045,0.6481817053132246,0,1.3781614307221306,2.780517178552425,2.647899632505932
0.27760167848620276,0.9835861995038313,0.9281183446077637,0.2599814194484913,-0.5332536318276808,-0.032377034713706676,-0.6448205388521899,0.9839155455884339,-0.11100015970185173,3,3.8898149852117445,2.5333355821353014,3.690335626763183
-0.9117402879871122,-0.7305447987267328,-0.6136460599152926,-0.487275305406915,-0.29590493910064763,-0.4561402953464968,-0.1314628327746925,-0.1592853665298919,-0.7827583310367967,0,1.7782198691248563,3.2475252733150572,2.080831872837464
0.02064055733474257,0.4141050441382661,-0.8341889763891652,0.7949588896119775,0.5914691170424373,-0.24508236239129322,0.09316581031986937,0.2701862514645943,-0.9417262526549672,2,3.38438785886951,3.015134669528264,3.559566248300995
-0.4749199605619001,-0.054978519185913344,0.5016298824785383,-0.33033891895306744,-0.30326595866989714,0.27825587445622557,0.9393721545317557,0.76776027624578,-0.16192436122526987,1,2.5264652554335476,3.017715815866515,2.67448156776577
-0.25578076140938943,-0.5300731250030697,-0.8432470437175494,0.7578178737688386,-0.8856815731814067,0.03739224951280029,0.07507275501137611,-0.7077215326767845,0.31186343390422233,2,3.8952567340784947,2.7556657010930232,3.4483004955526684
0.5522659396480742,-0.2214814667628977,-0.7470600823324838,0.94985913243479,0.03420697330782141,0.2592352504551665,0.6045532910420754,-0.22750767421450835,-0.8758884706890522,1,4.335015221965826,3.4719616328106073,3.922406145939913
-0.09051883714724873,-0.958775291598742,-0.10055224789564021,0.47689005345351254,0.4402727183765045,0.4220524827962271,-0.09770251357844817,-0.14198245419399225,0.5486474190392796,1,3.0428491957794184,3.1412563785359793,3.0916441442268052
0.0431815434225844,0.7427893357998518,0.029438280412231288,-0.725257004148202,0.00024502135481707654,0.09091548213848699,-0.26199890338027076,0.7868671204177338,-0.3198382989636528,2,3.8248145866080847,2.558272425175234,3.3079569619573173
0.8596318141564947,-0.5135214447487586,0.7729893523761215,-0.4709028095279608,-0.9139506379028786,0.00109471500459013,0.9122530847354957,0.01026201545446126,0.516230270195976,0,3.766320716270303,2.928013655024858,3.828513454373134
-0.6116734107099504,0.12924898014855413,-0.8297999411806185,-0.36594359451918446,-0.3177115089515641,0.0753639956335368,0.8587486429588469,0.6180388619818726,0.06836682759889934,3,2.0237523246625244,3.007865348089818,2.8207193085488784
-0.015426118216509854,-0.203287753806197,-0.9435508212916295,0.4275265013095295,0.6564513978055739,0.7343033624607318,-0.31895651823560445,0.828996542455998,0.6806804314443102,1,3.176742288534273,2.6164561793325385,3.609734196229861
0.21950177304122964,-0.9880787298341358,0.5875776080865565,0.2023946137600805,0.9407026245366694,-0.3132108793291126,0.1692476588832783,0.3825392879908587,-0.2787085792176862,3,2.487983072365035,3.019723314528826,3.36575184242536
-0.276317850385855,0.33789458656014437,-0.15847666091462043,-0.2826588866622102,0.5405719347156113,-0.3139334349116618,0.5074279187987756,0.6409562527695729,-0.6386478933338153,0,1.9523941422375641,2.568709221183655,2.399437613840974
0.6832508953620098,-0.24932984261997349,-0.4690415437615256,0.8488551404309075,0.7126629733894834,-0.24719136404220476,-0.8616815370070512,-0.40820200559009945,0.816425357243658,2,4.574603774098325,3.3197735417364593,3.9287892392063064
-0.8901768484082662,-0.2388297907769097,0.17193788868811954,-0.4029717727383093,-0.06890378037794953,0.5311903799045767,0.41268308944545873,-0.5146554761106397,-0.10915420553215882,3,1.8743647945703754,3.208230163580384,2.686429560028928
0.12553300815107082,-0.31189325081686237,0.8975765807996432,-0.08902760593599379,0.14991713919435723,0.8460527848455499,-0.32564336128749516,-0.9024627926616993,-0.753321274818298,3,2.7547426328971443,2.571876273118929,3.730989259037213
0.32040932024208013,0.4675250371082036,-0.04535648919484503,-0.914479859615744,0.9962684592889597,-0.7168964844071715,0.7409345115688581,0.7830652585885878,-0.5582859874115815,0,3.097203438387149,2.323505462380963,2.9370940003669768
-0.0731873586160503,0.799165053802859,0.7750468194691982,0.5485948912116518,-0.42257951638476743,0.16020965428524048,0.9626271130731392,-0.3587532679759813,-0.226998251265629,0,3.1236145581539434,3.191450867398024,2.6754011369094663
0.7431743033731273,-0.42981511104076553,0.9908602895745144,-0.28474863730406064,-0.9131872861525634,-0.974059365737294,0.34753971047356025,-0.6035183810201128,-0.46110042147677843,1,4.20390199254112,2.503792648805479,4.153483285927459
0.5277133693787885,0.8537878026251724,0.6792766480752401,-0.39449439198019065,0.7313464861551275,-0.06521691047941958,-0.4351059417752856,-0.8156825437660817,-0.11457516829876124,2,4.399722265072161,2.8410312849826407,3.8028395362379994
0.6147491066947404,0.04141314239636751,0.8442665497627095,0.2709760060815849,-0.21523379673938536,0.5955370335507062,-0.10288834406512914,-0.8796961967645938,-0.13468158600186975,3,3.758166406392115,2.5984012099369234,3.882647596112675
0.03458296293714991,-0.6923045144495545,-0.7308789760699883,0.8592210294549174,0.9538880771593976,0.9447951620453097,-0.5110418362911922,-0.5836503941798223,-0.19269861389490783,0,3.017075675363008,2.5782942751269147,3.528090188842193
-0.9780877320137156,0.31242689970015425,0.09385526224896146,-0.9163165997762661,0.8829335458059842,0.46153852174815535,0.7582623936667541,-0.12867232115826988,-0.4172336619024273,1,2.225484083093358,3.4638021616001553,2.854462706289198
-0.39163072239280505,-0.4349040438093268,0.28605918320710644,-0.3503718940614,0.03099036255428622,0.49732707979578983,0.5721537642609278,-0.06820906363526036,-0.17142329779193277,3,2.1424660086011884,3.457607442405523,3.0885187497696447
-0.21865302979222734,-0.6220837475346503,-0.8458627613831933,0.8082677945037688,0.7368808991103559,-0.42642839045490843,-0.04870878560512004,0.4409320937488588,-0.7863201778236211,0,2.643661590667213,2.818699120371715,2.9538105360745974
-0.07979121913802967,0.724301730884368,0.10360042176559037,-0.9651548647130836,0.041744520559998,-0.42248683627258354,-0.5732531042309668,0.8732353306894818,-0.7885461075824491,0,2.7900545736349125,2.7332568119334963,2.948238491754848
0.18564635015182396,-0.3502715269306831,-0.8344590547604809,0.33749030837343774,0.9184514937443056,-0.6404066917480571,-0.7477060574839607,-0.04967167764049085,0.7027144560631127,0,2.8824520296619887,3.492796388978904,2.9199517531053973
-0.6748680056805358,0.5880425883279234,-0.33794969272179753,-0.8035772868035855,-0.5618541172503486,-0.13958929573059042,-0.5983579209252354,-0.1906684777196428,-0.8872604496524117,0,1.951257801970155,3.292789486349853,2.31036215418629
-0.07733081734632274,-0.8194252977620105,0.33669921817151405,-0.2821341687519201,0.9121538521650197,0.6394010663978633,0.6338144576421625,-0.529733929264917,-0.13739829746697318,1,2.604874469087252,3.460160828827876,3.278614627415155
-0.8211938638198726,-0.9809170619892227,-0.3452361275381681,-0.1985768475300831,0.5737846527830162,0.6293043950330466,-0.8840897299324499,-0.8707941009055347,0.8495552428018531,2,2.5180397852982344,1.4728390239754097,2.6426534418287906
-0.5310536306334375,0.11467128683065941,-0.9983909758182168,0.7697828800185558,0.7893199736985663,0.2816276678383014,0.7556203581859988,0.08626915906760946,0.832324764443517,2,2.721646458229995,3.5611082748481504,3.595645247303911
